40
23	617	743	61	84
23	466	491	61	70
25	151	708	36	78
24	556	542	3	41
9	372	345	90	53
30	532	361	46	49
14	338	405	73	2
1	486	587	86	55
1	286	533	90	67
7	18	601	95	91
16	622	477	44	80
30	249	706	73	8
28	421	494	94	24
14	118	301	98	28
2	8	501	95	74
24	24	293	69	94
6	438	710	59	51
27	405	586	68	17
11	529	547	97	72
23	490	434	100	31
6	582	437	71	98
2	464	732	47	39
30	394	492	45	87
17	543	479	17	64
19	45	688	35	40
21	212	677	98	0
22	189	706	60	56
1	230	557	99	63
12	561	333	88	78
23	235	339	9	34
19	592	450	89	43
8	425	432	45	20
22	200	456	85	36
15	145	301	98	96
30	85	396	100	36
19	543	648	85	56
1	228	456	9	66
13	220	669	1	67
11	511	564	91	47
23	173	468	69	14
