100
19	2870	707	44	47
25	3763	1665	27	42
27	4915	3087	99	39
23	649	2662	51	43
59	2605	3221	5	68
48	1850	582	98	90
17	1925	4299	82	23
76	2029	19	69	24
16	336	1118	77	15
25	3876	1839	18	37
37	2742	4278	10	25
1	2297	1005	2	13
76	3809	2658	35	57
50	4748	3476	25	85
89	1437	3324	75	80
4	2947	3837	97	76
49	1523	741	83	87
38	699	4443	76	58
94	4003	966	88	41
15	3056	4272	23	99
73	133	2084	46	25
34	1755	2357	53	7
2	926	2694	90	93
88	1779	2348	78	94
9	2009	2536	78	16
5	4304	237	65	9
87	4587	4249	45	40
4	843	137	81	0
43	2740	2781	54	28
43	3566	4255	45	62
48	1890	2847	43	15
69	2051	3986	78	82
86	3606	1613	78	56
66	1074	3544	52	93
8	1631	3907	99	75
11	4793	4326	40	24
75	4091	2662	75	18
17	2176	3858	68	50
16	2090	857	51	0
86	3548	353	62	41
71	4384	3178	99	59
62	3574	2883	1	11
46	3492	4305	65	100
75	354	2271	66	71
60	2881	763	24	48
95	798	1463	86	76
97	532	3893	28	2
82	2315	2125	96	77
54	3664	97	55	79
33	680	1354	80	69
93	4812	1954	58	66
37	4144	2966	24	45
89	4037	1729	17	71
19	3894	2979	66	42
83	2456	2296	92	72
95	632	3149	45	91
27	2008	4309	64	68
20	2465	3184	53	69
40	1482	3464	95	27
38	4104	3062	81	50
53	3763	2352	71	40
30	2210	1972	73	51
63	4376	991	56	64
68	2025	2882	76	86
79	1229	1945	40	80
64	298	256	86	13
76	611	3101	90	38
18	4383	332	1	88
41	4491	547	99	8
67	2701	2106	73	7
28	4051	1540	36	31
41	1292	1901	53	67
1	4386	2701	99	68
5	1757	3527	44	6
93	584	743	59	50
18	403	2648	51	62
45	4919	4324	17	29
72	3594	3679	31	12
69	488	2135	49	26
53	4454	1908	42	35
85	822	3929	56	85
85	706	2635	94	51
80	1029	1878	19	16
78	3795	1051	97	76
56	4986	378	43	55
85	4364	3623	13	71
76	3914	2095	9	3
47	3814	1237	9	95
20	1077	4105	28	84
42	2229	1806	100	49
30	2823	4138	85	92
40	2499	1170	2	32
63	894	3453	91	40
47	743	4480	86	86
41	867	1856	34	14
62	2900	3832	20	49
97	1975	2825	30	18
19	2683	1899	29	5
32	3103	1791	72	27
43	666	777	35	34
