80
5	36	152	55	25
8	294	243	41	23
4	147	60	26	72
2	409	20	56	12
3	313	108	65	27
8	282	68	81	10
6	153	23	62	74
8	96	39	49	69
5	31	11	57	40
8	90	228	72	3
9	376	180	93	47
7	148	42	85	56
1	205	24	63	64
8	391	217	1	33
4	223	168	64	53
8	102	179	63	68
3	242	21	43	24
10	312	135	86	57
4	272	131	47	81
7	283	36	12	23
5	391	203	79	73
9	319	67	64	56
5	277	110	38	43
8	245	229	85	67
4	188	238	80	83
2	219	212	100	37
4	275	166	57	77
1	325	78	57	69
8	6	118	78	56
10	270	19	83	32
2	366	10	50	45
6	89	175	30	21
1	394	41	32	16
4	69	30	28	98
2	46	109	87	37
8	336	63	32	44
5	71	37	26	16
10	112	41	75	14
9	207	91	64	64
2	200	65	15	82
8	158	97	67	30
4	233	203	88	91
2	247	92	2	65
7	47	190	55	3
9	389	46	89	59
8	272	166	56	56
2	72	146	47	1
5	362	6	55	3
9	228	156	50	26
2	301	181	94	70
10	317	62	70	63
8	191	232	40	0
4	424	46	32	85
3	398	242	40	10
3	346	33	65	62
3	30	167	65	38
10	124	27	45	8
7	423	209	61	88
8	251	27	53	35
9	275	19	4	87
5	200	0	21	99
5	246	177	45	31
6	188	156	82	47
6	101	45	61	39
2	369	70	19	80
8	411	105	6	99
1	154	58	20	86
9	363	183	62	15
5	296	176	22	2
2	133	187	85	70
7	206	5	64	62
3	251	176	59	60
1	265	217	38	42
4	192	237	45	54
3	244	41	35	15
8	187	186	29	41
9	66	171	100	100
4	39	59	76	82
9	228	108	78	7
3	266	178	75	54
