200
10	1508	813	72	9
10	2458	1009	50	3
38	2954	2908	10	74
18	3035	1818	14	18
32	2191	3252	28	15
39	3172	2569	34	3
11	828	3103	61	77
34	2835	2674	41	18
13	4224	2911	96	45
49	415	1313	41	90
20	3587	1044	22	0
35	3223	3677	70	67
36	4760	469	83	72
27	3901	3346	36	69
6	2746	2185	17	82
15	3540	908	78	34
47	2924	3065	21	99
22	707	2236	8	73
20	3146	1656	91	85
29	1945	3535	68	14
5	2336	1327	71	49
47	3228	1989	72	58
28	247	3696	12	96
46	2985	3774	65	25
32	3541	2946	14	74
26	1223	1142	67	6
7	2834	2219	80	28
46	4978	3394	23	12
11	1484	2636	61	49
45	4722	1602	57	24
47	213	3785	12	20
22	2532	1348	18	43
38	3177	1573	42	74
5	1116	3344	32	43
1	66	1091	56	35
30	4217	2606	52	13
23	4985	2091	16	75
16	3118	2642	7	19
35	692	3017	83	60
39	4802	2256	53	42
36	196	2384	68	1
4	800	905	21	35
24	3619	1046	86	7
28	2918	1404	71	73
12	1738	1804	3	30
6	4509	2913	38	98
10	994	2842	89	16
41	3585	1875	85	75
46	4319	2632	58	61
20	1951	908	48	38
45	3337	2208	34	50
35	546	908	95	42
48	2095	1238	89	18
9	1106	1104	66	12
44	1690	2058	96	95
25	4028	3531	29	95
38	1290	453	79	53
47	2459	715	29	3
34	423	2051	67	64
45	2881	3119	39	75
1	2527	736	37	42
21	1526	322	4	16
6	4615	350	70	97
36	2442	833	1	54
33	3353	1935	96	84
31	1475	2107	81	84
12	2389	2466	49	54
5	1816	319	19	24
42	764	1527	14	4
38	505	1021	72	62
17	2769	1816	77	25
19	1450	2408	18	6
1	3824	3448	74	54
17	4463	681	17	33
49	2867	2694	47	23
9	606	3346	51	43
41	851	2191	86	8
4	4135	1006	82	3
48	508	837	82	85
18	4937	3633	95	4
11	2329	2244	80	68
50	3002	3517	54	5
16	1798	2860	25	73
3	3767	2716	51	85
19	3043	2187	16	58
15	4628	2501	50	94
19	3454	3282	50	77
31	2906	765	46	2
35	4802	3527	78	29
25	31	913	8	52
33	383	436	51	8
32	1932	431	33	2
45	3811	1862	73	56
16	504	1543	94	86
49	3344	1764	49	5
1	1765	1550	89	53
43	3297	2785	35	39
39	4797	1716	95	27
20	1089	849	90	32
42	2141	2909	14	49
40	886	2444	21	4
3	1643	2122	26	32
10	3273	383	43	75
24	4137	479	37	9
6	1226	3453	15	2
35	2571	1522	28	84
47	2593	3338	5	46
27	2598	3318	9	78
24	3360	2512	26	8
21	4042	2043	66	87
21	2552	590	97	86
45	3809	3530	8	24
42	3261	2784	87	21
10	76	346	26	74
35	4838	961	65	55
34	2773	2775	35	42
18	1393	1525	54	69
15	4960	3529	25	2
3	1753	1182	78	42
11	882	3428	16	51
23	194	2450	12	100
9	251	2619	3	53
4	3977	1793	33	61
7	3394	3282	5	95
42	1551	3365	69	91
31	2918	2616	23	32
27	2708	1842	51	48
15	1764	848	79	42
20	4271	1470	59	40
28	2247	3053	75	72
25	2475	657	77	68
42	1405	657	38	89
16	1566	2191	38	76
13	2747	3296	73	29
12	3467	3137	81	6
4	4028	886	9	52
1	3759	3281	92	46
10	1432	780	57	85
17	4060	327	60	78
33	60	2202	47	77
10	432	3650	27	28
7	444	3373	91	46
29	3339	2982	35	19
23	1464	2451	25	33
39	3331	1602	78	20
3	4529	2880	65	45
1	3624	929	50	95
27	3874	1967	48	13
46	3455	3669	0	50
9	3365	1536	93	37
48	2895	3710	78	92
16	4266	1801	41	38
2	3874	1638	81	67
50	4379	3183	14	5
47	2369	3470	12	21
19	3481	1954	57	51
42	2056	2594	25	46
14	4982	891	94	55
39	3971	1469	75	24
30	3700	3146	73	20
12	2490	2409	67	88
48	136	3470	20	19
26	2762	2773	11	62
4	872	1514	90	42
20	4064	1652	66	17
16	30	1893	9	53
24	4612	359	92	21
10	2386	980	36	34
38	2590	283	2	86
42	2310	2871	0	39
8	3480	1613	13	17
27	4350	882	62	40
50	3425	2956	88	69
12	4699	2347	57	84
21	4130	1830	95	87
50	4211	1278	46	31
1	3800	3116	53	66
26	2479	1399	69	18
14	4465	3649	84	93
34	3285	1176	90	100
1	395	2434	58	2
47	1104	942	50	100
2	3097	1147	49	23
47	4225	301	19	65
22	1958	1976	84	29
47	3584	3488	41	10
13	1871	2819	89	91
19	3455	864	87	72
46	1541	431	40	21
15	2910	784	5	55
36	3345	1527	21	33
45	3787	2259	70	89
20	4263	2951	61	80
50	4774	314	33	68
25	3212	1015	93	13
29	1803	2830	71	10
2	4595	1710	2	30
13	4851	2328	38	3
45	2923	3534	75	20
40	474	1642	15	56
