40
3	178	3	81	13
2	66	59	37	49
3	85	21	92	11
9	118	25	50	65
6	12	12	23	60
6	130	78	37	0
2	68	94	63	52
1	13	42	78	63
3	41	217	46	23
8	85	73	29	31
1	30	79	14	5
2	157	143	76	4
10	23	26	57	78
5	150	40	78	49
6	74	159	67	11
1	16	128	22	57
7	156	195	89	25
8	80	77	72	86
9	56	74	68	32
8	125	194	18	15
5	65	169	0	91
8	8	43	27	97
3	40	159	86	55
8	141	120	92	100
8	0	47	75	25
1	159	130	82	65
3	24	74	17	94
6	48	80	95	53
4	8	3	19	2
4	21	59	1	96
7	32	73	84	86
1	66	63	2	45
1	23	171	68	24
7	104	116	74	22
5	23	201	30	94
5	0	219	18	70
2	140	69	80	15
3	180	117	15	100
2	165	170	27	5
1	74	57	70	46
