200
34	1662	3105	93	76
45	1287	6788	85	89
54	8148	4639	55	92
29	7739	9929	4	61
95	7184	11598	92	3
88	5410	5210	37	33
18	3500	10140	62	75
72	8232	283	38	88
26	4244	2234	80	19
96	2144	8206	41	79
8	3587	1189	59	43
89	5606	7196	3	80
93	9630	5402	65	100
44	3178	3045	61	34
2	4117	108	66	35
67	1051	7536	76	5
91	4192	12019	82	44
29	5427	7525	86	29
7	7175	5296	30	14
16	3381	11808	57	59
36	7517	4637	87	79
77	5958	1527	30	20
53	6291	9907	22	67
74	4143	8157	75	60
71	3256	1007	64	53
35	6975	7906	34	91
94	1371	8064	37	7
2	2504	5922	81	51
63	3839	10517	21	43
78	878	11596	62	47
11	3681	1086	96	72
85	278	4528	53	3
6	5674	3082	92	49
5	5116	3173	3	19
8	994	3708	43	25
35	6901	12146	92	10
16	4080	2479	34	97
38	7422	9965	72	65
17	2395	527	51	55
89	4586	2142	24	91
37	8220	5459	31	36
28	666	2711	7	66
91	3436	1999	14	73
8	3079	6414	3	89
35	6257	407	92	42
48	7740	1349	74	29
12	1070	889	55	17
78	4816	9605	5	74
4	198	10908	48	16
96	6888	6566	62	85
83	8582	3375	17	52
11	9899	5110	33	40
61	918	2403	59	83
97	6380	6021	86	91
36	835	10388	73	63
42	1162	1297	12	7
48	3269	421	8	93
99	9664	5455	84	29
25	8848	11384	16	65
34	8888	2837	96	18
33	1015	9684	2	21
76	428	10028	21	5
30	5306	3015	70	96
72	6265	4489	60	42
10	1762	7883	76	69
28	7321	5648	88	51
57	9095	7796	79	17
68	3973	9757	6	74
94	2075	1686	87	61
77	9366	2530	97	24
35	677	5655	12	17
58	5383	12230	64	33
30	2405	8063	18	48
73	676	4082	90	4
19	6717	2384	68	10
3	1573	1804	83	63
83	2115	10736	78	5
90	5388	686	28	0
91	5499	10967	66	32
90	6180	8235	40	32
48	4458	3732	100	33
26	2992	807	4	43
54	1598	8028	51	47
31	637	7807	38	36
42	1640	10050	42	57
5	3001	12325	31	89
38	989	2275	96	43
60	8848	4220	3	94
7	9671	772	87	28
76	150	11426	49	18
100	6067	3389	94	32
41	2603	9925	89	49
10	3645	842	44	20
12	9243	11048	21	40
18	717	3353	67	52
59	6116	2566	71	71
45	2372	8176	45	34
14	435	4877	38	86
99	5071	7570	61	67
25	1444	5873	51	53
29	3658	12328	49	97
4	3775	10906	13	9
72	836	3747	46	64
76	3157	8767	57	14
4	9200	714	40	56
31	4663	2987	88	96
91	5963	5454	18	56
73	3577	8922	40	0
38	9650	2168	24	90
70	8569	4168	24	50
39	9939	8563	99	81
3	7631	6537	77	81
24	9505	6048	36	97
18	6184	5803	12	3
18	8625	9922	32	1
76	7952	10565	71	47
80	2216	5799	34	2
100	8265	11106	68	12
60	9241	1127	91	5
29	9776	7593	48	20
47	5037	5169	1	59
65	836	4042	30	61
19	5473	12080	68	6
24	6051	5406	60	44
93	4263	11992	45	39
86	9901	5324	62	53
76	2361	5209	87	42
46	2322	1871	85	88
12	35	7071	99	45
63	6860	3973	54	21
35	1369	6141	91	75
8	1803	3605	23	45
20	1361	183	21	2
18	3093	870	21	22
28	5360	10359	52	94
45	395	7309	2	36
60	1226	11413	96	60
2	5160	2535	1	38
8	3663	1876	67	9
19	1624	5989	76	3
100	1483	2702	30	95
87	9816	2460	60	76
56	6920	9235	54	62
15	1702	7622	18	17
32	7873	8522	58	5
73	8997	12221	88	65
76	2283	12169	61	13
46	4465	4049	32	72
74	5136	5205	36	19
84	4750	5476	97	64
100	8170	10053	58	52
48	6437	2082	46	87
69	1813	4279	50	86
67	4254	11301	27	54
82	9556	3234	40	90
82	1808	4836	10	4
83	5357	8910	5	80
98	4891	8411	44	42
3	2770	11696	28	65
34	7327	5514	2	95
10	7197	7679	38	2
75	9172	6046	36	59
66	477	6619	68	41
16	7538	6065	24	53
68	7630	5697	3	79
21	9811	423	19	63
3	6783	3711	31	5
64	9544	10967	2	97
98	885	5936	87	60
86	4654	5839	31	33
68	2307	7207	12	72
39	8159	8561	90	71
68	15	3005	96	19
43	1660	11119	38	78
42	8890	3648	32	77
28	839	2157	63	44
72	2051	1820	64	60
91	3963	10728	27	29
29	4973	5435	37	84
42	2621	3817	23	11
25	2931	11382	48	6
55	4900	10990	15	42
60	264	7276	98	81
18	1318	3243	98	92
72	2487	1215	33	7
82	2937	11427	40	100
90	893	4852	8	81
16	2320	11328	39	28
80	9416	7153	26	40
48	6657	10975	67	8
98	4434	1035	92	21
23	3707	4162	23	92
41	6435	667	61	4
49	9860	1764	85	100
91	4883	12117	93	66
50	1226	3919	54	75
72	5041	7091	96	26
11	6505	231	8	29
97	7593	11805	82	1
34	3224	10409	56	97
