200
11	3479	1679	80	24
7	194	4264	46	28
12	4770	2184	59	23
27	1969	5500	83	5
37	2859	3788	62	16
8	699	4994	87	71
46	3431	1120	70	9
19	2714	3019	59	72
44	3454	4857	66	3
34	1560	2836	26	76
5	1044	2018	84	43
7	1129	1926	94	18
48	1546	3408	60	72
1	4686	4702	92	60
10	4667	1386	84	75
12	107	1116	27	26
25	2970	4674	42	35
42	1956	2106	34	68
45	1857	3707	78	81
24	3884	514	23	2
16	377	2914	31	32
49	3016	4012	31	69
5	3623	3752	99	59
40	354	3597	72	78
23	1022	4150	75	25
28	2430	3988	84	58
50	1468	4269	6	37
24	4017	4760	87	9
11	4029	3430	42	1
47	2420	2944	20	53
50	240	3345	83	65
48	2923	1953	7	79
8	2917	2514	29	74
36	236	1553	93	99
41	446	1989	35	17
1	1626	4259	99	93
3	3285	2292	57	82
40	785	2780	76	64
17	776	1604	99	96
31	3492	4101	50	83
50	71	5314	71	86
13	4001	4297	74	43
39	629	1464	31	24
1	3126	5034	77	6
13	296	3152	41	76
23	2316	1014	13	56
26	2644	1234	14	54
35	4054	4059	16	44
21	319	4199	65	65
2	3402	2764	45	45
13	63	3504	58	60
20	1037	4260	34	2
12	3530	818	62	89
43	2375	1455	47	81
46	4523	1150	96	43
5	2812	2164	20	14
39	2655	2190	78	12
1	4538	3921	21	58
34	3109	5129	84	28
3	4299	5432	90	35
19	2505	1469	84	22
44	2638	4124	94	94
49	1300	1528	5	67
37	4287	5066	80	47
27	2282	3571	76	32
3	4664	841	17	33
23	233	4621	71	33
44	2906	3201	56	57
4	3163	2439	73	80
21	995	5249	69	46
4	4284	3811	12	27
25	4156	5523	7	97
3	720	3781	22	27
4	2302	3019	50	25
50	3378	1527	88	76
40	3273	3587	50	21
39	2603	2328	95	64
20	1649	2325	88	92
32	785	595	81	28
15	4413	2606	21	13
38	752	4577	86	1
50	2286	998	34	88
35	484	1708	100	61
36	2971	3767	87	81
42	4240	997	14	79
37	5015	4213	67	83
3	4639	901	76	73
2	3261	1703	36	53
3	1372	3927	29	57
36	610	1747	86	72
48	965	2184	70	91
26	836	2182	83	89
36	2644	4625	99	26
16	2665	828	20	74
38	627	4908	65	64
32	168	4415	68	68
18	2836	1060	19	99
7	4637	3391	21	32
9	341	1239	67	69
7	2020	3588	54	99
39	3758	5493	12	10
3	2592	3558	65	17
7	60	3949	11	4
50	917	3496	31	11
3	1611	1523	22	27
9	2779	5318	54	22
40	448	3470	55	98
23	2832	3901	14	63
23	4679	2200	20	34
43	3948	4844	16	66
29	352	730	82	99
1	2448	3071	42	35
28	480	2020	2	47
36	4926	3126	2	94
9	4384	4634	100	82
20	844	5351	81	35
8	3770	4715	90	1
31	2094	3442	90	74
26	180	4270	42	48
30	2966	3478	17	95
14	3489	517	27	61
34	2018	3783	80	0
39	1353	1751	67	23
43	4997	1324	68	69
13	656	4055	86	13
13	3762	4426	0	94
18	4539	4641	58	57
33	1937	1261	72	41
31	790	1298	61	73
49	1417	5413	3	97
48	2033	3210	22	25
38	231	1632	93	16
9	1277	2610	73	75
35	1785	4024	65	78
25	4526	3284	95	28
6	91	4335	20	28
50	4007	4856	69	85
26	1642	2352	88	33
8	3207	3503	31	91
49	3068	2188	70	31
17	2733	4031	18	89
40	369	4783	99	81
17	2608	2903	17	64
43	4476	1667	80	9
40	765	2842	17	0
9	2478	5357	49	65
38	2920	3440	60	23
23	972	5223	15	67
7	3385	3127	87	57
26	4981	5460	16	55
15	2516	2413	93	69
40	3189	3698	65	37
22	163	3329	73	22
45	4969	1184	2	44
9	482	5093	74	26
4	2886	4124	44	76
49	2857	1023	44	85
36	2140	1021	34	53
39	4192	1990	86	46
41	749	1922	92	65
17	2459	5548	99	55
29	1320	3117	64	24
41	1519	1693	37	2
38	3856	3648	73	11
14	2039	5161	56	73
17	4892	2856	68	28
9	3785	3077	62	97
44	2941	4252	76	47
44	4118	4937	63	0
5	156	5490	49	59
4	2812	2890	17	55
20	190	4763	16	27
21	3082	4032	89	26
13	2283	3404	33	35
46	3764	3324	88	26
42	1653	4709	33	34
24	2871	3255	29	62
20	1259	3903	74	0
19	2408	4442	80	87
45	4619	4645	91	76
42	4347	2552	6	46
20	4833	1423	46	24
20	2805	1646	28	36
30	140	3628	79	82
27	2764	3522	65	43
19	623	5322	53	2
7	4670	3368	90	0
9	820	1737	11	10
46	406	1845	76	38
34	4115	1984	21	52
1	850	3273	48	30
6	2922	2607	28	42
24	4054	4966	34	46
46	557	2820	2	17
36	62	3003	12	0
7	4051	794	94	84
3	2253	4301	62	3
49	3069	1318	75	68
9	4155	4593	14	11
13	625	4509	98	68
