80
18	710	734	21	94
24	840	876	66	79
27	1169	568	12	29
26	1013	73	52	57
28	410	440	93	15
1	287	909	70	80
14	104	712	79	47
26	1036	921	31	63
15	1269	419	39	70
18	1070	952	23	90
2	1014	533	45	20
16	142	456	63	65
14	1122	281	17	83
21	369	201	40	65
30	305	855	82	36
6	566	713	75	84
9	868	381	12	5
26	1151	947	60	88
26	326	777	86	8
16	400	766	18	62
19	1267	471	31	11
24	1276	956	48	64
12	1046	815	78	75
10	638	770	72	70
12	1015	149	6	2
15	548	192	92	26
20	692	658	2	97
23	692	614	36	0
23	1231	202	98	3
7	71	373	7	30
30	232	512	30	65
5	315	367	38	74
5	972	368	88	66
14	328	932	34	59
28	175	656	59	90
4	241	732	30	34
9	438	681	85	63
27	542	362	35	17
8	1209	90	6	9
17	263	796	89	49
3	325	119	20	97
18	596	256	1	38
1	1001	578	21	89
17	1154	282	16	14
21	1195	651	56	93
22	392	367	47	78
17	1240	814	72	13
14	186	884	39	49
16	261	498	72	100
25	494	858	11	18
11	594	457	56	98
28	735	446	10	97
8	1005	872	78	95
18	206	951	59	66
9	471	584	92	79
24	110	578	6	26
26	1003	135	5	78
2	771	275	79	51
11	539	547	27	19
5	448	834	28	32
15	253	535	15	74
14	890	212	86	32
27	647	218	32	7
13	381	947	4	34
17	535	575	90	33
7	1209	754	18	91
13	182	433	1	57
5	801	385	86	76
23	926	849	35	32
5	1109	956	42	32
23	1274	755	58	5
8	381	592	50	25
30	1005	897	88	70
7	633	278	47	90
28	468	817	45	14
25	56	953	99	79
14	208	555	2	73
19	1126	832	46	18
9	895	770	35	73
7	1098	135	58	54
